User Id,Gameplays,Deposits,Withdrawals,LoyaltyPoints
834,31,24.0,0.0,430.0
835,29,1.0,0.0,295.0
836,2430,20.0,36.0,24328.0
837,335,141.0,1.0,4053.0
838,35,1.0,0.0,355.0
839,3,1.0,0.0,35.0
840,19,22.0,1.0,298.0
841,91,20.0,4.0,1002.0
842,1,7.0,0.0,45.0
843,729,1.0,9.0,7277.0
844,448,127.0,0.0,5115.0
845,1701,2.0,14.0,16992.0
846,44,1.0,0.0,445.0
847,11,3.0,0.0,125.0
848,1,17.0,1.0,93.0
849,796,5.0,2.0,7981.0
850,8,95.0,25.0,505.0
851,791,45.0,2.0,8131.0
852,321,3.0,86.0,3053.0
853,126,16.0,0.0,1340.0
854,1,27.0,11.0,123.0
855,152,1.0,6.0,1513.0
856,6035,30.0,11.0,60478.0
857,2,0.0,0.0,20.0
858,2,0.0,0.0,20.0
859,27,1.0,0.0,275.0
860,58,26.0,0.0,710.0
861,1254,1.0,2.0,12541.0
862,58,7.0,0.0,615.0
863,60,80.0,1.0,998.0
864,61,13.0,0.0,675.0
865,94,2.0,0.0,950.0
866,1037,7.0,1.0,10403.0
867,17,3.0,0.0,185.0
868,6,1.0,0.0,65.0
869,2298,27.0,1.0,23113.0
870,25,7.0,0.0,285.0
871,1,121.0,0.0,615.0
872,27,8.0,0.0,310.0
873,8,17.0,2.0,161.0
874,39,4.0,0.0,410.0
875,144,34.0,0.0,1610.0
876,705,12.0,0.0,7110.0
877,278,2.0,0.0,2790.0
878,152,13.0,4.0,1577.0
879,16,1.0,0.0,165.0
880,181,4.0,7.0,1816.0
881,88,3.0,0.0,895.0
882,25,1.0,0.0,255.0
883,26,0.0,0.0,260.0
884,109,2.0,14.0,1072.0
885,166,15.0,5.0,1725.0
886,118,0.0,0.0,1180.0
887,4942,0.0,0.0,49420.0
888,582,24.0,36.0,5868.0
889,1060,16.0,4.0,10672.0
890,88,7.0,4.0,907.0
891,84,5.0,0.0,865.0
892,5,0.0,0.0,50.0
893,9,20.0,0.0,190.0
894,34,0.0,0.0,340.0
895,5,2.0,1.0,58.0
896,16,3.0,0.0,175.0
897,72,10.0,1.0,768.0
898,84,6.0,5.0,860.0
899,1,6.0,0.0,40.0
900,35,36.0,3.0,524.0
901,194,60.0,1.0,2238.0
902,1049,7.0,7.0,10511.0
903,9,3.0,0.0,105.0
904,10,2.0,0.0,110.0
905,5,1.0,0.0,55.0
906,108,1.0,0.0,1085.0
907,57,65.0,23.0,849.0
908,112,12.0,0.0,1180.0
909,1,125.0,5.0,625.0
910,8,1.0,0.0,85.0
911,527,39.0,0.0,5465.0
912,1,5.0,11.0,13.0
913,73,29.0,3.0,869.0
914,15,5.0,0.0,175.0
915,8,84.0,7.0,486.0
916,224,11.0,3.0,2289.0
917,30,1.0,0.0,305.0
918,1,1.0,0.0,15.0
919,90,1.0,0.0,905.0
920,932,41.0,52.0,9421.0
921,17,0.0,2.0,166.0
922,2838,4.0,16.0,28368.0
923,1039,14.0,0.0,10460.0
924,13,22.0,2.0,236.0
925,44,10.0,0.0,490.0
926,3,28.0,0.0,170.0
927,1033,73.0,22.0,10651.0
928,84,1.0,0.0,845.0
929,337,15.0,1.0,3443.0
930,173,3.0,4.0,1737.0
931,7,51.0,3.0,319.0
932,892,66.0,1.0,9248.0
933,355,20.0,2.0,3646.0
934,123,5.0,34.0,1187.0
935,5,9.0,0.0,95.0
936,161,29.0,16.0,1723.0
937,118,16.0,1.0,1258.0
938,58,1.0,1.0,583.0
939,30,17.0,0.0,385.0
940,48,3.0,2.0,491.0
941,287,14.0,14.0,2912.0
942,14,2.0,0.0,150.0
943,66,3.0,1.0,673.0
944,28,50.0,20.0,490.0
945,780,29.0,4.0,7937.0
946,1662,43.0,15.0,16805.0
947,1,19.0,4.0,97.0
948,24,9.0,0.0,285.0
949,1,64.0,7.0,316.0
950,4,99.0,4.0,527.0
951,252,3.0,0.0,2535.0
952,195,9.0,0.0,1995.0
953,195,4.0,0.0,1970.0
954,28,1.0,0.0,285.0
955,131,0.0,0.0,1310.0
956,48,1.0,0.0,485.0
957,60,2.0,0.0,610.0
958,11,14.0,0.0,180.0
959,13,64.0,1.0,448.0
960,6,1.0,0.0,65.0
961,87,7.0,0.0,905.0
962,8,20.0,11.0,158.0
963,339,32.0,0.0,3550.0
964,18,6.0,0.0,210.0
965,204,4.0,1.0,2058.0
966,70,9.0,0.0,745.0
967,9,6.0,13.0,94.0
968,92,12.0,3.0,974.0
969,1,1.0,0.0,15.0
970,30,3.0,0.0,315.0
971,231,3.0,6.0,2313.0
972,18,135.0,29.0,797.0
973,908,41.0,1.0,9283.0
974,29,19.0,0.0,385.0
975,161,5.0,0.0,1635.0
976,6,15.0,0.0,135.0
977,17,19.0,0.0,265.0
978,74,69.0,14.0,1057.0
979,617,7.0,1.0,6203.0
980,63,65.0,36.0,883.0
981,22,1.0,0.0,225.0
982,254,71.0,0.0,2895.0
983,13,2.0,0.0,140.0
984,44,7.0,0.0,475.0
985,880,71.0,19.0,9117.0
986,175,0.0,0.0,1750.0
987,2171,30.0,23.0,21814.0
988,14,0.0,0.0,140.0
989,3471,12.0,20.0,34730.0
990,4514,0.0,0.0,45140.0
991,31,13.0,0.0,375.0
992,2483,18.0,11.0,24898.0
993,2,0.0,0.0,20.0
994,7,1.0,0.0,75.0
995,18,5.0,0.0,205.0
996,474,31.0,0.0,4895.0
997,109,0.0,0.0,1090.0
998,4,5.0,0.0,65.0
999,174,3.0,0.0,1755.0
